# SignalP-5.0	Organism: Eukarya	Timestamp: 20191022231331
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
A6NNN8	OTHER	0.008438	0.991562	
Q9NTN9	SP(Sec/SPI)	0.963262	0.036738	CS pos: 17-18. ATA-VP. Pr: 0.5580
O43295	OTHER	0.000168	0.999832	
Q8IV04	OTHER	0.000968	0.999032	
O60858	OTHER	0.001273	0.998727	
Q9Y5X2	OTHER	0.006191	0.993809	
P36406	OTHER	0.002125	0.997875	
Q9NQ03	OTHER	0.002961	0.997039	
Q8TBB6	OTHER	0.003521	0.996479	
Q6GMV2	OTHER	0.003476	0.996524	
Q92529	OTHER	0.000793	0.999207	
Q6ZW31	OTHER	0.000601	0.999399	
P06703	OTHER	0.004395	0.995605	
Q8NBL3	OTHER	0.255962	0.744038	
P04350	OTHER	0.003266	0.996734	
O75962	OTHER	0.001743	0.998257	
Q8N9Q2	OTHER	0.000293	0.999707	
O75908	OTHER	0.000929	0.999071	
Q8N0S2	OTHER	0.000618	0.999382	
P08138	SP(Sec/SPI)	0.999087	0.000913	CS pos: 28-29. GGA-KE. Pr: 0.7182
Q96PQ1	SP(Sec/SPI)	0.988886	0.011114	CS pos: 18-19. VGA-KE. Pr: 0.8695
Q15628	OTHER	0.000657	0.999343	
Q86TD4	SP(Sec/SPI)	0.997036	0.002964	CS pos: 20-21. GQA-EL. Pr: 0.8343
Q99832	OTHER	0.002345	0.997655	
Q9NWH9	OTHER	0.002124	0.997876	
O75056	SP(Sec/SPI)	0.841752	0.158248	CS pos: 47-48. AGA-QR. Pr: 0.4379
P43489	SP(Sec/SPI)	0.997881	0.002119	CS pos: 28-29. VTG-LH. Pr: 0.8885
Q9ULZ2	OTHER	0.000792	0.999208	
Q96F10	OTHER	0.000855	0.999145	
Q01995	OTHER	0.000816	0.999184	
Q9BYV6	OTHER	0.000895	0.999105	
Q3YBR2	OTHER	0.000332	0.999668	
P22090	OTHER	0.000381	0.999619	
Q8TCY0	OTHER	0.013070	0.986930	
Q9BQC6	OTHER	0.001488	0.998512	
Q96H78	OTHER	0.000346	0.999654	
Q6NUJ1	SP(Sec/SPI)	0.997561	0.002439	CS pos: 17-18. TRA-SP. Pr: 0.8706
Q9UP95	OTHER	0.001196	0.998804	
P59095	OTHER	0.000831	0.999169	
Q2M3G4	OTHER	0.003172	0.996828	
Q15583	OTHER	0.006428	0.993572	
A6NNV3	OTHER	0.163154	0.836846	
O95411	OTHER	0.002452	0.997548	
Q86U17	SP(Sec/SPI)	0.976510	0.023490	CS pos: 19-20. VHC-QP. Pr: 0.7834
Q8IZD6	OTHER	0.007173	0.992827	
Q96PF1	OTHER	0.000711	0.999289	
Q8N4H0	OTHER	0.002741	0.997259	
Q8N4F4	OTHER	0.014223	0.985777	
P59536	OTHER	0.376769	0.623231	
Q9NUR3	OTHER	0.000845	0.999155	
Q96Q15	OTHER	0.001534	0.998466	
P35346	OTHER	0.005107	0.994893	
Q16799	OTHER	0.001061	0.998939	
P60604	OTHER	0.001303	0.998697	
Q7Z7L7	OTHER	0.000876	0.999124	
Q49AG3	OTHER	0.149626	0.850374	
P68036	OTHER	0.001040	0.998960	
Q6ZNG1	OTHER	0.001403	0.998597	
A8MVS1	OTHER	0.000288	0.999712	
Q6UXD5	SP(Sec/SPI)	0.980486	0.019514	CS pos: 27-28. IQG-LP. Pr: 0.9197
Q5HYK7	OTHER	0.000719	0.999281	
P05060	SP(Sec/SPI)	0.994369	0.005631	CS pos: 20-21. VNS-MP. Pr: 0.7776
O00337	OTHER	0.000863	0.999137	
Q5JRA6	SP(Sec/SPI)	0.955137	0.044863	CS pos: 22-23. VPG-QL. Pr: 0.7696
Q8NBX0	OTHER	0.010518	0.989482	
Q96Q45	OTHER	0.001602	0.998398	
Q96CQ1	OTHER	0.037761	0.962239	
O14980	OTHER	0.001896	0.998104	
Q04323	OTHER	0.001029	0.998971	
Q6VEQ5	OTHER	0.001473	0.998527	
Q9NQA3	OTHER	0.001137	0.998863	
A6NEH8	OTHER	0.001019	0.998981	
Q9P253	OTHER	0.001691	0.998309	
Q70EK9	OTHER	0.000248	0.999752	
P17017	OTHER	0.000256	0.999744	
A0AVT1	OTHER	0.001656	0.998344	
O94782	OTHER	0.000861	0.999139	
Q9UI72	OTHER	0.060055	0.939945	
Q06418	SP(Sec/SPI)	0.991876	0.008124	CS pos: 40-41. SAA-AG. Pr: 0.5443
Q15904	SP(Sec/SPI)	0.815705	0.184295	CS pos: 40-41. AAA-AE. Pr: 0.2270
O14795	OTHER	0.001477	0.998523	
Q9UJT2	OTHER	0.001897	0.998103	
P62253	OTHER	0.001392	0.998608	
P49765	SP(Sec/SPI)	0.952401	0.047599	CS pos: 21-22. AQA-PV. Pr: 0.4798
Q7Z739	OTHER	0.004363	0.995637	
P49767	SP(Sec/SPI)	0.929620	0.070380	CS pos: 29-30. AAA-AA. Pr: 0.1816
P15498	OTHER	0.003922	0.996078	
Q9NUA8	OTHER	0.002012	0.997988	
Q6PF04	OTHER	0.000658	0.999342	
Q9UJ04	OTHER	0.004960	0.995040	
O15391	OTHER	0.000692	0.999308	
Q969M7	OTHER	0.002509	0.997491	
A0A0B4J264	SP(Sec/SPI)	0.996514	0.003486	CS pos: 21-22. GMA-QT. Pr: 0.8970
Q6BDS2	OTHER	0.000333	0.999667	
O95498	SP(Sec/SPI)	0.761417	0.238583	CS pos: 22-23. VGT-QD. Pr: 0.5172
D6RJB6	OTHER	0.000409	0.999591	
Q6IQ55	OTHER	0.000269	0.999731	
Q9UII5	OTHER	0.006289	0.993711	
A0A0B4J268	SP(Sec/SPI)	0.997498	0.002502	CS pos: 19-20. SLA-KT. Pr: 0.7501
Q5W5X9	OTHER	0.000209	0.999791	
A6NKD2	OTHER	0.000984	0.999016	
P04435	SP(Sec/SPI)	0.991131	0.008869	CS pos: 19-20. DHA-DT. Pr: 0.4462
Q14135	OTHER	0.000869	0.999131	
Q96C28	OTHER	0.000517	0.999483	
O95229	OTHER	0.000548	0.999452	
A8MT66	OTHER	0.002226	0.997774	
Q96K83	OTHER	0.001463	0.998537	
Q9UBV4	SP(Sec/SPI)	0.590008	0.409992	CS pos: 29-30. AQG-NW. Pr: 0.5467
Q8TBZ8	OTHER	0.000416	0.999584	
Q9UM01	OTHER	0.001890	0.998110	
Q5THJ4	OTHER	0.003716	0.996284	
P27449	OTHER	0.036923	0.963077	
Q6P4F7	OTHER	0.006977	0.993023	
Q9H4I0	OTHER	0.009512	0.990488	
Q9BQ52	OTHER	0.004583	0.995417	
Q86W54	OTHER	0.001155	0.998845	
Q5VVB8	OTHER	0.012377	0.987623	
P22105	SP(Sec/SPI)	0.990676	0.009324	CS pos: 23-24. ARA-GP. Pr: 0.9415
Q96KW9	SP(Sec/SPI)	0.672197	0.327803	CS pos: 24-25. TEL-RP. Pr: 0.3630
Q9H3N1	SP(Sec/SPI)	0.996069	0.003931	CS pos: 26-27. THG-RR. Pr: 0.9583
Q9UHF0	SP(Sec/SPI)	0.997616	0.002384	CS pos: 20-21. SFG-AV. Pr: 0.5747
Q13043	OTHER	0.000393	0.999607	
O75762	OTHER	0.001009	0.998991	
Q8IU68	OTHER	0.001640	0.998360	
Q8N2I9	OTHER	0.002262	0.997738	
Q9Y566	OTHER	0.001899	0.998101	
Q92889	OTHER	0.000862	0.999138	
P78423	SP(Sec/SPI)	0.770895	0.229105	CS pos: 23-24. LLA-GQ. Pr: 0.3636
Q9NZR4	OTHER	0.004030	0.995970	
Q9P2Y5	OTHER	0.000780	0.999220	
Q9NNW5	OTHER	0.002690	0.997310	
Q96JG6	OTHER	0.000450	0.999550	
Q15061	OTHER	0.007707	0.992293	
Q15849	OTHER	0.000299	0.999701	
P0C6A0	OTHER	0.001808	0.998192	
Q5T230	OTHER	0.003021	0.996979	
Q16572	OTHER	0.002995	0.997005	
Q9Y6F9	SP(Sec/SPI)	0.894171	0.105829	CS pos: 24-25. VGG-LW. Pr: 0.7230
Q8ND25	OTHER	0.003464	0.996536	
P51809	OTHER	0.067677	0.932323	
O75132	OTHER	0.000809	0.999191	
Q8N9L1	OTHER	0.000233	0.999767	
O95857	OTHER	0.001162	0.998838	
Q5W0Z9	OTHER	0.002307	0.997693	
Q6P3V2	OTHER	0.001035	0.998965	
Q8NBB4	OTHER	0.003467	0.996533	
Q86XT2	OTHER	0.001540	0.998460	
Q8NCN2	OTHER	0.000519	0.999481	
Q14593	OTHER	0.001398	0.998602	
Q6ZRG5	OTHER	0.001340	0.998660	
Q8N7M2	OTHER	0.221659	0.778341	
A6NCW0	OTHER	0.000537	0.999463	
A6NJY4	OTHER	0.001602	0.998398	
Q8N680	OTHER	0.003964	0.996036	
Q5BKZ1	OTHER	0.002662	0.997338	
Q9Y2D9	OTHER	0.001171	0.998829	
A0A075B6T7	SP(Sec/SPI)	0.573552	0.426448	CS pos: 40-41. VKS-QK. Pr: 0.5548
Q9NZ43	OTHER	0.002041	0.997959	
Q9C0D7	OTHER	0.001096	0.998904	
P32241	SP(Sec/SPI)	0.989191	0.010809	CS pos: 30-31. GQA-AR. Pr: 0.4127
Q8N9F8	OTHER	0.000318	0.999682	
Q5SXM1	OTHER	0.065526	0.934474	
P0DPF7	SP(Sec/SPI)	0.993547	0.006453	CS pos: 21-22. VNA-GV. Pr: 0.9685
A8MV65	OTHER	0.000317	0.999683	
Q494X3	OTHER	0.000450	0.999550	
Q9H7S9	OTHER	0.000702	0.999298	
Q9GZT5	SP(Sec/SPI)	0.969463	0.030537	CS pos: 39-40. PRS-AP. Pr: 0.2584
Q658N2	OTHER	0.025422	0.974578	
Q8N9X3	OTHER	0.002992	0.997008	
Q9H4A3	OTHER	0.001216	0.998784	
Q8IYI8	OTHER	0.000143	0.999857	
Q96J92	OTHER	0.003196	0.996804	
Q8TF50	OTHER	0.001007	0.998993	
Q96LB4	OTHER	0.001083	0.998917	
O95388	SP(Sec/SPI)	0.990703	0.009297	CS pos: 22-23. VLA-TA. Pr: 0.2644
Q9BYE2	OTHER	0.001437	0.998563	
Q8NFQ8	OTHER	0.000291	0.999709	
Q96QE5	OTHER	0.000803	0.999197	
Q8WXE9	OTHER	0.000767	0.999233	
Q13769	OTHER	0.000589	0.999411	
Q6ZVN7	OTHER	0.001648	0.998352	
O43399	OTHER	0.000365	0.999635	
Q9NYB0	OTHER	0.000478	0.999522	
P42765	OTHER	0.008315	0.991685	
Q9NY91	OTHER	0.000481	0.999519	
Q9UL62	OTHER	0.000621	0.999379	
O95985	OTHER	0.005699	0.994301	
Q8WXG1	OTHER	0.006169	0.993831	
P17947	OTHER	0.002505	0.997495	
P62316	OTHER	0.000441	0.999559	
Q8NDX6	OTHER	0.001988	0.998012	
Q6ZMV8	OTHER	0.000505	0.999495	
Q712K3	OTHER	0.001003	0.998997	
P0DN76	OTHER	0.001108	0.998892	
B7Z6K7	OTHER	0.001318	0.998682	
Q2M389	OTHER	0.000458	0.999542	
Q8IZU2	OTHER	0.002216	0.997784	
P13010	OTHER	0.058017	0.941983	
Q96K76	OTHER	0.000750	0.999250	
Q9Y4E8	OTHER	0.000838	0.999162	
Q7Z5U6	OTHER	0.007355	0.992645	
Q6GPH4	OTHER	0.002427	0.997573	
Q9C0E2	OTHER	0.001684	0.998316	
A6NLC8	OTHER	0.001267	0.998733	
Q9UIA9	OTHER	0.000642	0.999358	
Q9UC07	OTHER	0.000604	0.999396	
Q9NQH7	OTHER	0.003456	0.996544	
O14604	OTHER	0.001150	0.998850	
Q8WU90	OTHER	0.000518	0.999482	
Q9Y2G7	OTHER	0.000420	0.999580	
Q2TAL6	SP(Sec/SPI)	0.730507	0.269493	CS pos: 27-28. ALC-SP. Pr: 0.4998
Q6ZQT7	OTHER	0.008646	0.991354	
Q9H4I2	OTHER	0.003051	0.996949	
Q969D9	OTHER	0.290960	0.709040	
Q96KR1	OTHER	0.014599	0.985401	
Q8IWY8	OTHER	0.001303	0.998697	
Q6UXR6	OTHER	0.300127	0.699873	
A4D1E1	OTHER	0.000628	0.999372	
Q5I0X7	OTHER	0.003527	0.996473	
Q86VK4	OTHER	0.000781	0.999219	
A0A5A2	SP(Sec/SPI)	0.999496	0.000504	CS pos: 21-22. VEA-GV. Pr: 0.9877
Q6UXP9	OTHER	0.005289	0.994711	
Q6ZR54	OTHER	0.004532	0.995468	
Q9UGI0	OTHER	0.001086	0.998914	
Q8N9L7	OTHER	0.001978	0.998022	
Q15678	OTHER	0.000896	0.999104	
Q8N142	OTHER	0.002728	0.997272	
Q15814	OTHER	0.001874	0.998126	
Q7Z3B0	OTHER	0.001160	0.998840	
Q13049	OTHER	0.000857	0.999143	
P68363	OTHER	0.007948	0.992052	
Q9NYW4	OTHER	0.011400	0.988600	
O43175	OTHER	0.000324	0.999676	
P0DJI8	SP(Sec/SPI)	0.984370	0.015630	CS pos: 18-19. VSS-RS. Pr: 0.7550
Q9UN30	OTHER	0.000893	0.999107	
P40227	OTHER	0.000791	0.999209	
Q9BZJ3	SP(Sec/SPI)	0.996072	0.003928	CS pos: 20-21. VLA-SP. Pr: 0.6777
Q9P0Z9	OTHER	0.001293	0.998707	
Q12884	OTHER	0.164130	0.835870	
Q9UJT1	OTHER	0.001099	0.998901	
Q9BXS9	OTHER	0.001735	0.998265	
P57768	OTHER	0.000389	0.999611	
Q5TGI4	OTHER	0.005585	0.994415	
Q86VW1	OTHER	0.011023	0.988977	
Q16473	OTHER	0.001789	0.998211	
O00267	OTHER	0.000133	0.999867	
Q96HV5	SP(Sec/SPI)	0.749885	0.250115	CS pos: 17-18. TFA-LY. Pr: 0.6591
Q4KMQ1	OTHER	0.000691	0.999309	
Q92629	OTHER	0.000164	0.999836	
Q86W11	OTHER	0.000584	0.999416	
Q8NHE4	OTHER	0.015725	0.984275	
P19224	SP(Sec/SPI)	0.751030	0.248970	CS pos: 26-27. VVG-DK. Pr: 0.6903
Q86VR7	SP(Sec/SPI)	0.845972	0.154028	CS pos: 24-25. LRA-SS. Pr: 0.3018
Q08AG5	OTHER	0.000357	0.999643	
Q8N1X5	OTHER	0.000666	0.999334	
P0CG24	OTHER	0.001413	0.998587	
Q9UKI3	SP(Sec/SPI)	0.983624	0.016376	CS pos: 23-24. VLA-QL. Pr: 0.8999
Q86UV5	OTHER	0.001198	0.998802	
Q14508	SP(Sec/SPI)	0.996887	0.003113	CS pos: 27-28. VSG-TG. Pr: 0.4491
Q9H269	OTHER	0.000829	0.999171	
Q6P2D8	OTHER	0.000410	0.999590	
O94874	OTHER	0.000329	0.999671	
P17022	OTHER	0.041945	0.958055	
Q96EX3	OTHER	0.062549	0.937451	
P17023	OTHER	0.000603	0.999397	
Q6RFH5	OTHER	0.001069	0.998931	
P54855	SP(Sec/SPI)	0.949720	0.050280	CS pos: 23-24. GSC-GK. Pr: 0.4172
P35125	OTHER	0.000484	0.999516	
Q9NX94	OTHER	0.001237	0.998763	
Q68EA5	OTHER	0.000233	0.999767	
O43895	SP(Sec/SPI)	0.994604	0.005396	CS pos: 23-24. GHT-KP. Pr: 0.5695
Q9UC06	OTHER	0.001098	0.998902	
Q0VFX4	OTHER	0.001782	0.998218	
A0A1B0GUX0	OTHER	0.001118	0.998882	
Q9H6R6	OTHER	0.002606	0.997394	
Q86Y38	OTHER	0.131384	0.868616	
Q6P2D0	OTHER	0.000470	0.999530	
Q504Y3	OTHER	0.000729	0.999271	
H0UI37	OTHER	0.000831	0.999169	
Q9NZV7	OTHER	0.000795	0.999205	
Q6NSZ9	OTHER	0.001125	0.998875	
Q7Z570	OTHER	0.001433	0.998567	
P43403	OTHER	0.005065	0.994935	
Q96MP5	OTHER	0.000590	0.999410	
Q5T200	OTHER	0.001720	0.998280	
O95125	OTHER	0.000437	0.999563	
Q3MIS6	OTHER	0.000671	0.999329	
O96014	SP(Sec/SPI)	0.629107	0.370893	CS pos: 24-25. CYG-IK. Pr: 0.4525
Q9Y5W5	SP(Sec/SPI)	0.993454	0.006546	CS pos: 28-29. AEA-GP. Pr: 0.9429
P62910	OTHER	0.000168	0.999832	
Q6ZSC3	OTHER	0.000533	0.999467	
P05109	OTHER	0.000397	0.999603	
Q76EJ3	OTHER	0.004443	0.995557	
Q9NRC8	OTHER	0.000627	0.999373	
O75683	OTHER	0.000441	0.999559	
Q9UL54	OTHER	0.000587	0.999413	
Q8IVM8	OTHER	0.003574	0.996426	
Q14186	OTHER	0.000767	0.999233	
P15923	OTHER	0.001267	0.998733	
Q7RTR8	OTHER	0.005835	0.994165	
P11387	OTHER	0.000346	0.999654	
P0DKV0	OTHER	0.000521	0.999479	
Q96IP4	OTHER	0.004543	0.995457	
Q9BVW5	OTHER	0.000965	0.999035	
Q9GZT3	OTHER	0.000995	0.999005	
P55327	OTHER	0.000559	0.999441	
Q8IUA0	SP(Sec/SPI)	0.840576	0.159424	CS pos: 38-39. TSA-ML. Pr: 0.7524
Q8TAC9	OTHER	0.000231	0.999769	
Q8WW01	OTHER	0.000885	0.999115	
Q92752	OTHER	0.270154	0.729846	
Q9P246	SP(Sec/SPI)	0.550957	0.449043	CS pos: 14-15. ADG-CE. Pr: 0.4491
Q6P1K8	OTHER	0.000285	0.999715	
Q96AN5	OTHER	0.028064	0.971936	
Q8NBT3	SP(Sec/SPI)	0.998680	0.001320	CS pos: 29-30. ARA-KY. Pr: 0.9865
P62851	OTHER	0.001028	0.998972	
P41252	OTHER	0.001042	0.998958	
Q9NUH8	OTHER	0.087050	0.912950	
Q68CJ6	OTHER	0.000310	0.999690	
O94991	OTHER	0.478785	0.521215	
O94933	SP(Sec/SPI)	0.947454	0.052546	CS pos: 28-29. GWT-TP. Pr: 0.4115
P49427	OTHER	0.002774	0.997226	
Q15819	OTHER	0.001193	0.998807	
Q9H6D3	OTHER	0.001443	0.998557	
Q70CQ4	OTHER	0.000378	0.999622	
Q8IV63	OTHER	0.003687	0.996313	
Q96LJ8	OTHER	0.000883	0.999117	
Q92558	OTHER	0.000832	0.999168	
Q8TED0	OTHER	0.003466	0.996534	
Q05481	OTHER	0.001248	0.998752	
A3KMH1	OTHER	0.004255	0.995745	
Q03405	SP(Sec/SPI)	0.999167	0.000833	CS pos: 22-23. SWG-LR. Pr: 0.9377
Q9P217	OTHER	0.000863	0.999137	
Q9UFB7	OTHER	0.000474	0.999526	
Q9Y2X9	OTHER	0.001415	0.998585	
Q9C0C9	OTHER	0.005228	0.994772	
Q96NA8	OTHER	0.005466	0.994534	
Q96AP4	OTHER	0.001692	0.998308	
Q16763	OTHER	0.000667	0.999333	
O95789	OTHER	0.001576	0.998424	
Q6AZW8	OTHER	0.000953	0.999047	
A0A0B4J273	SP(Sec/SPI)	0.926678	0.073322	CS pos: 21-22. VSS-QE. Pr: 0.7885
Q2QGD7	OTHER	0.001487	0.998513	
Q15386	OTHER	0.000679	0.999321	
Q05996	OTHER	0.391610	0.608390	
Q8N7Q3	OTHER	0.012218	0.987782	
Q9BY14	SP(Sec/SPI)	0.982744	0.017256	CS pos: 23-24. TSG-LE. Pr: 0.8705
Q75L30	OTHER	0.026553	0.973447	
Q8IVP9	OTHER	0.000602	0.999398	
Q96SZ4	OTHER	0.002991	0.997009	
Q9H4T2	OTHER	0.002253	0.997747	
Q6ZTI0	OTHER	0.000271	0.999729	
Q16864	OTHER	0.001165	0.998835	
Q8WV41	OTHER	0.000578	0.999422	
A6NGA9	OTHER	0.000913	0.999087	
Q9BRL7	OTHER	0.014563	0.985437	
Q9UNP4	OTHER	0.004026	0.995974	
O95197	OTHER	0.001329	0.998671	
Q96MW7	OTHER	0.000296	0.999704	
Q9UPT9	OTHER	0.002379	0.997621	
Q9BU02	OTHER	0.001289	0.998711	
Q5GH72	OTHER	0.002580	0.997420	
Q8N806	OTHER	0.000972	0.999028	
Q9Y3C8	OTHER	0.001330	0.998670	
P16415	OTHER	0.000615	0.999385	
Q6ZT77	OTHER	0.000188	0.999812	
O43818	OTHER	0.000181	0.999819	
Q17R98	OTHER	0.001458	0.998542	
Q12768	OTHER	0.001492	0.998508	
Q86VZ2	OTHER	0.002181	0.997819	
Q96EG3	OTHER	0.002018	0.997982	
Q9ULM3	OTHER	0.000414	0.999586	
Q8IUB3	SP(Sec/SPI)	0.999407	0.000593	CS pos: 21-22. AQG-GY. Pr: 0.8474
A6NDN8	OTHER	0.021623	0.978377	
Q9BRI3	OTHER	0.000800	0.999200	
A6NM28	OTHER	0.000375	0.999625	
Q969T4	OTHER	0.000277	0.999723	
Q9P2K2	SP(Sec/SPI)	0.914507	0.085493	CS pos: 27-28. VNS-LP. Pr: 0.8982
A6NJT0	OTHER	0.003457	0.996543	
Q8NFU3	OTHER	0.000863	0.999137	
Q96JF6	OTHER	0.000458	0.999542	
Q9Y548	OTHER	0.000876	0.999124	
Q7Z5H4	OTHER	0.015663	0.984337	
P52735	OTHER	0.001733	0.998267	
Q8WTX9	OTHER	0.001252	0.998748	
Q8NEZ2	OTHER	0.001629	0.998371	
Q8NG68	OTHER	0.000963	0.999037	
Q7Z7L9	OTHER	0.001004	0.998996	
Q5W0Q7	OTHER	0.002158	0.997842	
O95497	SP(Sec/SPI)	0.912262	0.087738	CS pos: 21-22. ASC-QD. Pr: 0.8061
Q7L945	OTHER	0.000415	0.999585	
Q9P1Z0	OTHER	0.001640	0.998360	
Q9H832	OTHER	0.001828	0.998172	
P35442	SP(Sec/SPI)	0.998475	0.001525	CS pos: 18-19. TQA-GH. Pr: 0.9524
Q96K58	OTHER	0.000753	0.999247	
A0A087WT02	SP(Sec/SPI)	0.996610	0.003390	CS pos: 20-21. TRG-DS. Pr: 0.8722
O75445	OTHER	0.135692	0.864308	
A1YPR0	OTHER	0.000547	0.999453	
Q9BX82	OTHER	0.000515	0.999485	
O75362	OTHER	0.002926	0.997074	
A0A0K0K1E9	SP(Sec/SPI)	0.988626	0.011374	CS pos: 21-22. TGA-GV. Pr: 0.7746
A0A1B0GX95	SP(Sec/SPI)	0.987939	0.012061	CS pos: 21-22. TGA-GV. Pr: 0.7785
Q8TAU3	OTHER	0.000839	0.999161	
Q9Y462	OTHER	0.001649	0.998351	
O00744	SP(Sec/SPI)	0.901909	0.098091	CS pos: 28-29. ALS-NE. Pr: 0.7777
Q6ZQY7	OTHER	0.046512	0.953488	
Q14584	OTHER	0.001510	0.998490	
Q5JVG8	OTHER	0.000381	0.999619	
Q8TB69	OTHER	0.000736	0.999264	
O00534	OTHER	0.004078	0.995922	
Q86UE3	OTHER	0.082683	0.917317	
Q96SF7	OTHER	0.001847	0.998153	
Q9P2N5	OTHER	0.002443	0.997557	
P30566	OTHER	0.001002	0.998998	
Q6P1X5	OTHER	0.001022	0.998978	
Q6UXN2	OTHER	0.368455	0.631545	
Q8TC36	OTHER	0.003393	0.996607	
Q9UJA5	OTHER	0.000857	0.999143	
Q9NQF3	OTHER	0.003636	0.996364	
P60896	OTHER	0.000244	0.999756	
Q7Z2H8	OTHER	0.001062	0.998938	
P0DJJ0	OTHER	0.000282	0.999718	
Q96A61	OTHER	0.000289	0.999711	
Q8TDD2	OTHER	0.001481	0.998519	
Q96MH6	OTHER	0.000393	0.999607	
Q8WW34	OTHER	0.019163	0.980837	
Q9NQ34	SP(Sec/SPI)	0.975564	0.024436	CS pos: 33-34. SDA-AK. Pr: 0.9001
Q6YHU6	OTHER	0.002246	0.997754	
Q99805	SP(Sec/SPI)	0.978449	0.021551	CS pos: 35-36. SGA-FY. Pr: 0.6184
Q6UW49	SP(Sec/SPI)	0.999186	0.000814	CS pos: 19-20. VPA-YP. Pr: 0.7643
Q12789	OTHER	0.000825	0.999175	
Q93098	SP(Sec/SPI)	0.949401	0.050599	CS pos: 22-23. SHS-WS. Pr: 0.5192
Q96IU2	OTHER	0.017269	0.982731	
Q05516	OTHER	0.000403	0.999597	
A6XGL0	OTHER	0.001377	0.998623	
Q96NS1	OTHER	0.001100	0.998900	
Q5VSD8	OTHER	0.002924	0.997076	
Q92738	OTHER	0.000623	0.999377	
P61086	OTHER	0.001274	0.998726	
Q9ULJ6	OTHER	0.000675	0.999325	
O75954	OTHER	0.048626	0.951374	
Q6U7Q0	OTHER	0.000683	0.999317	
Q68DY1	OTHER	0.000399	0.999601	
A0JD32	SP(Sec/SPI)	0.991392	0.008608	CS pos: 21-22. SMA-QT. Pr: 0.8787
Q15631	OTHER	0.000820	0.999180	
Q9NPD8	OTHER	0.001292	0.998708	
P41587	SP(Sec/SPI)	0.998149	0.001851	CS pos: 20-21. VNS-IH. Pr: 0.9419
Q9Y4E5	OTHER	0.000578	0.999422	
Q96NG3	OTHER	0.000527	0.999473	
Q9C0H2	OTHER	0.006238	0.993762	
Q14139	OTHER	0.000522	0.999478	
Q6NUM6	OTHER	0.000644	0.999356	
Q9BR84	OTHER	0.000932	0.999068	
Q8N184	OTHER	0.000452	0.999548	
Q5MNZ9	OTHER	0.001279	0.998721	
Q86SH2	OTHER	0.003359	0.996641	
Q86TA4	OTHER	0.005863	0.994137	
P21281	OTHER	0.001541	0.998459	
Q86VI3	OTHER	0.002260	0.997740	
Q9H0H3	OTHER	0.000796	0.999204	
Q14558	OTHER	0.000813	0.999187	
Q96LW2	OTHER	0.001382	0.998618	
Q96S38	OTHER	0.000848	0.999152	
P17181	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
Q9NR82	OTHER	0.001702	0.998298	
Q14691	OTHER	0.002286	0.997714	
Q9H8P0	OTHER	0.141796	0.858204	
Q2M296	OTHER	0.000757	0.999243	
Q92617	OTHER	0.013068	0.986932	
Q2NL68	OTHER	0.001531	0.998469	
Q96M43	OTHER	0.000626	0.999374	
Q13835	OTHER	0.000822	0.999178	
Q9UNK4	SP(Sec/SPI)	0.996816	0.003184	CS pos: 20-21. IQG-GI. Pr: 0.9160
Q15124	OTHER	0.001464	0.998536	
Q8N729	SP(Sec/SPI)	0.912529	0.087471	CS pos: 32-33. SGA-WY. Pr: 0.7638
Q15646	OTHER	0.000884	0.999116	
Q8IZF0	OTHER	0.001669	0.998331	
Q9NPH5	OTHER	0.002414	0.997586	
Q6ZVK8	OTHER	0.069644	0.930356	
A3KFT3	OTHER	0.000722	0.999278	
Q9BZ95	OTHER	0.004923	0.995077	
Q8NH83	OTHER	0.001704	0.998296	
Q99457	OTHER	0.000976	0.999024	
Q8NGM1	OTHER	0.001129	0.998871	
Q07343	OTHER	0.000762	0.999238	
Q96GU1	OTHER	0.001767	0.998233	
P0DN80	OTHER	0.000144	0.999856	
Q6X4W1	OTHER	0.001163	0.998837	
Q8WXF1	OTHER	0.001812	0.998188	
Q7L1T6	OTHER	0.000203	0.999797	
P83859	SP(Sec/SPI)	0.798796	0.201204	CS pos: 18-19. GAC-FP. Pr: 0.5169
Q9NY27	OTHER	0.000452	0.999548	
Q8NG75	OTHER	0.000096	0.999904	
Q6DKJ4	OTHER	0.002464	0.997536	
Q9NRY7	OTHER	0.006024	0.993976	
Q9H3S5	OTHER	0.009798	0.990202	
P09874	OTHER	0.000458	0.999542	
Q86SE8	OTHER	0.002640	0.997360	
P41231	OTHER	0.000228	0.999772	
P0C025	OTHER	0.000400	0.999600	
E9PB15	OTHER	0.002812	0.997188	
P25788	OTHER	0.001779	0.998221	
O14581	OTHER	0.000438	0.999562	
Q8NG99	OTHER	0.001100	0.998900	
O75081	OTHER	0.000387	0.999613	
Q96IZ0	OTHER	0.000778	0.999222	
Q8NFZ4	SP(Sec/SPI)	0.981360	0.018640	CS pos: 14-15. AGA-QR. Pr: 0.8233
Q9H0G5	OTHER	0.000171	0.999829	
O15438	OTHER	0.000973	0.999027	
Q9HBI0	OTHER	0.000273	0.999727	
Q96RE7	OTHER	0.000272	0.999728	
P17568	OTHER	0.001341	0.998659	
Q9H340	OTHER	0.001806	0.998194	
Q9GZY1	OTHER	0.000325	0.999675	
