Q6ZS62	len=124	ExpAA=23.82	First60=1.39	PredHel=1	Topology=o75-97i
O15235	len=138	ExpAA=0.78	First60=0.78	PredHel=0	Topology=o
Q01082	len=2364	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9NUV7	len=552	ExpAA=21.99	First60=1.09	PredHel=0	Topology=o
O75365	len=173	ExpAA=0.61	First60=0.00	PredHel=0	Topology=o
Q9NX45	len=425	ExpAA=0.17	First60=0.04	PredHel=0	Topology=o
Q9NZD8	len=308	ExpAA=0.22	First60=0.04	PredHel=0	Topology=o
Q9Y3Z3	len=626	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8IW75	len=414	ExpAA=7.33	First60=4.30	PredHel=0	Topology=o
O75094	len=1523	ExpAA=0.46	First60=0.46	PredHel=0	Topology=o
Q9NVH6	len=421	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9BPZ2	len=258	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9NS56	len=1045	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9BTF0	len=503	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
Q9C093	len=1822	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8NBT2	len=197	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9UQE7	len=1217	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q5QJE6	len=756	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8IWU9	len=490	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q5JSH3	len=913	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
P17030	len=456	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8N0Z3	len=855	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96S53	len=571	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
P62847	len=133	ExpAA=4.14	First60=1.25	PredHel=0	Topology=i
Q5JU69	len=321	ExpAA=17.78	First60=17.67	PredHel=1	Topology=i12-31o
P17039	len=623	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q5VZ19	len=366	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
Q96G27	len=269	ExpAA=29.73	First60=4.93	PredHel=1	Topology=o56-75i
Q6ICG8	len=309	ExpAA=7.11	First60=2.77	PredHel=0	Topology=o
Q99594	len=435	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P47974	len=494	ExpAA=0.17	First60=0.01	PredHel=0	Topology=o
P09493	len=284	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96SB8	len=1091	ExpAA=0.47	First60=0.00	PredHel=0	Topology=o
A5PLN9	len=417	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Q8N752	len=337	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
Q02156	len=737	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
A0A0B4J2D9	len=117	ExpAA=0.52	First60=0.52	PredHel=0	Topology=o
P51805	len=1871	ExpAA=42.23	First60=7.39	PredHel=0	Topology=o
Q8NGC7	len=330	ExpAA=166.45	First60=26.84	PredHel=7	Topology=o45-67i79-101o116-138i159-181o224-246i259-281o291-310i
Q8WWR8	len=484	ExpAA=0.46	First60=0.05	PredHel=0	Topology=o
Q9H1Q7	len=454	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9P0S3	len=153	ExpAA=50.95	First60=29.86	PredHel=2	Topology=i21-43o101-119i
Q9UJ70	len=344	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
Q9UGF7	len=316	ExpAA=138.90	First60=24.28	PredHel=7	Topology=o24-46i59-81o96-118i138-160o203-225i237-259o272-291i
P15941	len=1255	ExpAA=34.81	First60=11.56	PredHel=1	Topology=o1159-1181i
Q5TAG4	len=1457	ExpAA=1.80	First60=0.00	PredHel=0	Topology=o
Q8NGS9	len=318	ExpAA=154.99	First60=23.25	PredHel=7	Topology=o26-48i61-83o98-120i141-163o203-225i237-259o279-298i
Q13356	len=520	ExpAA=0.17	First60=0.08	PredHel=0	Topology=o
Q58A45	len=887	ExpAA=4.00	First60=2.22	PredHel=0	Topology=o
Q8N159	len=534	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
P60201	len=277	ExpAA=92.21	First60=22.59	PredHel=4	Topology=o10-32i60-82o155-177i239-261o
Q9HAT8	len=420	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9H2J4	len=239	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Q9BRP1	len=358	ExpAA=0.16	First60=0.00	PredHel=0	Topology=o
P57071	len=1507	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q5TZ20	len=316	ExpAA=153.67	First60=23.00	PredHel=7	Topology=o26-48i61-83o98-120i140-162o199-221i241-263o273-292i
P43686	len=418	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P04001	len=364	ExpAA=159.21	First60=5.61	PredHel=7	Topology=o55-77i90-112o127-149i169-191o221-243i270-292o302-324i
Q12769	len=1436	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
P58400	len=472	ExpAA=40.01	First60=18.14	PredHel=2	Topology=i31-53o396-418i
P54750	len=535	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
Q6GQQ9	len=843	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96R30	len=315	ExpAA=146.26	First60=24.71	PredHel=7	Topology=o27-49i62-84o99-121i141-163o205-227i239-261o276-293i
O43688	len=288	ExpAA=128.63	First60=28.20	PredHel=6	Topology=i5-27o56-78i91-113o163-185i198-215o225-247i
Q8TAK6	len=271	ExpAA=3.39	First60=0.00	PredHel=0	Topology=o
Q9UHE5	len=227	ExpAA=29.94	First60=16.74	PredHel=1	Topology=i43-65o
Q8IXM6	len=262	ExpAA=96.49	First60=23.50	PredHel=4	Topology=i5-27o59-81i94-116o136-158i
P30041	len=224	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q7Z2X7	len=111	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q13946	len=482	ExpAA=0.89	First60=0.01	PredHel=0	Topology=o
Q5VVY1	len=283	ExpAA=0.08	First60=0.07	PredHel=0	Topology=o
P11686	len=197	ExpAA=26.94	First60=22.68	PredHel=1	Topology=o36-58i
Q9GZY0	len=626	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q6IEU7	len=315	ExpAA=152.83	First60=23.67	PredHel=7	Topology=o26-48i61-83o98-120i140-162o199-221i241-263o273-292i
Q16647	len=500	ExpAA=18.03	First60=16.04	PredHel=1	Topology=i2-19o
Q8NGG1	len=315	ExpAA=169.11	First60=22.80	PredHel=8	Topology=i29-51o66-88i101-120o124-146i153-175o207-226i238-260o275-292i
P29371	len=465	ExpAA=162.54	First60=3.91	PredHel=7	Topology=o90-112i125-147o162-181i202-221o249-271i302-324o337-359i
Q8NH50	len=307	ExpAA=152.45	First60=22.82	PredHel=6	Topology=i27-49o92-114i156-178o204-226i238-260o275-292i
Q8N4Q0	len=377	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
E2RYF7	len=251	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q92620	len=1227	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Q9H4K7	len=406	ExpAA=0.15	First60=0.14	PredHel=0	Topology=o
P60900	len=246	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O96033	len=88	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9H490	len=435	ExpAA=225.81	First60=14.62	PredHel=9	Topology=o77-99i165-187o191-208i229-251o256-278i285-305o320-342i355-377o387-409i
Q6ZWI9	len=263	ExpAA=0.27	First60=0.26	PredHel=0	Topology=o
O60930	len=286	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Q5VYV7	len=408	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
O95455	len=350	ExpAA=7.02	First60=6.67	PredHel=0	Topology=o
Q8NA61	len=448	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P29508	len=390	ExpAA=11.24	First60=11.19	PredHel=0	Topology=o
Q6P435	len=159	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q969E2	len=229	ExpAA=89.29	First60=18.01	PredHel=4	Topology=i43-65o71-90i103-125o147-169i
Q9Y6Q2	len=735	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Q86VD7	len=318	ExpAA=49.27	First60=3.28	PredHel=0	Topology=o
Q01664	len=338	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P01242	len=217	ExpAA=6.73	First60=6.71	PredHel=0	Topology=o
Q96L94	len=193	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P05452	len=202	ExpAA=0.54	First60=0.54	PredHel=0	Topology=o
Q96KB5	len=322	ExpAA=0.06	First60=0.04	PredHel=0	Topology=o
P0C7T8	len=217	ExpAA=84.40	First60=22.47	PredHel=4	Topology=i31-53o63-85i98-120o135-157i
H3BQB6	len=276	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P62266	len=143	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Q9Y4P9	len=236	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9H4I8	len=314	ExpAA=6.29	First60=0.09	PredHel=0	Topology=o
Q8TAV4	len=291	ExpAA=22.87	First60=22.64	PredHel=1	Topology=i26-48o
O43897	len=1013	ExpAA=8.20	First60=5.59	PredHel=0	Topology=o
P0CW21	len=52	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q12893	len=351	ExpAA=147.40	First60=34.77	PredHel=6	Topology=i13-35o98-120i127-149o164-183i190-208o223-245i
P29083	len=439	ExpAA=0.17	First60=0.17	PredHel=0	Topology=o
P16949	len=149	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9HC62	len=589	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Q63HK3	len=967	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
A8MYJ7	len=566	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Q6ZMJ2	len=495	ExpAA=21.46	First60=0.67	PredHel=1	Topology=i60-82o
P15374	len=230	ExpAA=0.10	First60=0.03	PredHel=0	Topology=o
O75888	len=250	ExpAA=19.44	First60=18.87	PredHel=1	Topology=o28-50i
Q6UXN9	len=313	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
Q96HH6	len=336	ExpAA=130.41	First60=29.29	PredHel=6	Topology=o15-37i49-68o83-105i223-245o255-277i312-334o
P83876	len=142	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Q9Y490	len=2541	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9BRR0	len=538	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P40818	len=1118	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
O15050	len=2925	ExpAA=0.24	First60=0.00	PredHel=0	Topology=o
Q05952	len=138	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P00568	len=194	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9NPH2	len=558	ExpAA=1.12	First60=0.14	PredHel=0	Topology=o
Q96JN8	len=1562	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9BYT8	len=704	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
P01308	len=110	ExpAA=1.00	First60=1.00	PredHel=0	Topology=o
A8MQ27	len=555	ExpAA=0.25	First60=0.00	PredHel=0	Topology=o
Q8N6N6	len=113	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96RR1	len=684	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9NY59	len=655	ExpAA=42.34	First60=22.08	PredHel=2	Topology=o15-37i57-79o
A6NL26	len=309	ExpAA=140.54	First60=24.28	PredHel=6	Topology=i25-47o96-118i138-160o198-220i233-255o270-289i
P78549	len=312	ExpAA=1.35	First60=0.00	PredHel=0	Topology=o
Q96E52	len=524	ExpAA=45.44	First60=0.00	PredHel=1	Topology=i195-217o
O00110	len=214	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9H300	len=379	ExpAA=128.77	First60=0.00	PredHel=6	Topology=i102-121o168-187i208-230o245-262i296-318o333-354i
O60658	len=829	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P20618	len=241	ExpAA=4.79	First60=0.98	PredHel=0	Topology=o
P58294	len=105	ExpAA=1.41	First60=1.41	PredHel=0	Topology=o
P42785	len=496	ExpAA=17.01	First60=16.88	PredHel=1	Topology=i5-22o
P30304	len=524	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
P0C7N8	len=305	ExpAA=130.71	First60=25.58	PredHel=6	Topology=i26-48o58-76i97-119o129-151i199-221o241-260i
P60510	len=307	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
Q96QT6	len=1004	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
P26374	len=656	ExpAA=0.05	First60=0.04	PredHel=0	Topology=o
Q53FA7	len=332	ExpAA=0.23	First60=0.00	PredHel=0	Topology=o
P63000	len=192	ExpAA=0.58	First60=0.50	PredHel=0	Topology=o
P59190	len=212	ExpAA=0.11	First60=0.11	PredHel=0	Topology=o
Q9NXS2	len=382	ExpAA=20.85	First60=20.82	PredHel=1	Topology=i33-55o
O14715	len=1765	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
P0DJD4	len=496	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P78406	len=368	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
P18577	len=417	ExpAA=253.09	First60=35.25	PredHel=12	Topology=i12-34o44-66i73-95o110-132i139-161o171-188i201-223o238-260i269-288o292-314i331-353o368-390i
P49190	len=550	ExpAA=134.50	First60=1.48	PredHel=4	Topology=o147-169i233-255o275-297i364-386o
P08922	len=2347	ExpAA=39.78	First60=5.97	PredHel=1	Topology=o1860-1882i
Q8N1G1	len=1221	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
P62070	len=204	ExpAA=1.07	First60=1.07	PredHel=0	Topology=o
Q8WVD5	len=230	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q92932	len=1015	ExpAA=16.54	First60=0.20	PredHel=0	Topology=o
Q9P2K3	len=495	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q6XE24	len=437	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q13882	len=451	ExpAA=5.36	First60=0.00	PredHel=0	Topology=o
Q9NXI6	len=227	ExpAA=41.98	First60=0.02	PredHel=2	Topology=i155-173o177-199i
O43680	len=179	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O14994	len=580	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
P59541	len=319	ExpAA=154.46	First60=37.00	PredHel=7	Topology=o4-26i47-69o97-119i128-147o177-199i227-249o259-281i
Q6P7N7	len=255	ExpAA=43.80	First60=19.08	PredHel=2	Topology=o4-23i224-246o
Q3B7S5	len=101	ExpAA=10.09	First60=6.77	PredHel=0	Topology=o
Q9UBN4	len=977	ExpAA=165.85	First60=0.00	PredHel=8	Topology=o328-350i363-385o400-418i439-461o476-498i519-541o561-583i595-617o
P82930	len=218	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
O95271	len=1327	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
Q08629	len=439	ExpAA=0.10	First60=0.10	PredHel=0	Topology=o
Q8NA31	len=727	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
Q9NYG8	len=393	ExpAA=130.22	First60=21.33	PredHel=6	Topology=i5-27o87-109i116-138o169-191i203-220o235-257i
Q8WWY8	len=451	ExpAA=0.85	First60=0.01	PredHel=0	Topology=o
Q3MIP1	len=535	ExpAA=44.41	First60=35.42	PredHel=2	Topology=i9-31o46-64i
Q9H3P2	len=528	ExpAA=0.06	First60=0.05	PredHel=0	Topology=o
O75161	len=1426	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P61457	len=104	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8NGY7	len=276	ExpAA=138.64	First60=24.34	PredHel=6	Topology=o24-46i59-81o101-123i144-166o203-225i237-259o
A6NEC2	len=478	ExpAA=0.38	First60=0.38	PredHel=0	Topology=o
Q13371	len=301	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9UDX5	len=166	ExpAA=38.93	First60=15.58	PredHel=0	Topology=o
O00746	len=187	ExpAA=0.73	First60=0.00	PredHel=0	Topology=o
P0DMU2	len=310	ExpAA=162.22	First60=24.32	PredHel=8	Topology=i27-49o59-77i98-120o146-168i181-203o207-226i238-260o275-292i
Q96S42	len=347	ExpAA=7.50	First60=7.44	PredHel=0	Topology=o
Q5TGP6	len=573	ExpAA=0.30	First60=0.05	PredHel=0	Topology=o
Q6P444	len=385	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8WZ84	len=308	ExpAA=160.66	First60=24.90	PredHel=8	Topology=i27-49o59-77i98-120o135-157i181-203o207-226i238-260o275-292i
O43490	len=865	ExpAA=119.48	First60=2.17	PredHel=5	Topology=o107-129i157-179o434-456i481-503o791-813i
Q8NG78	len=346	ExpAA=152.52	First60=0.09	PredHel=6	Topology=i62-84o149-171i176-198o239-261i273-295o310-327i
Q8NGL6	len=344	ExpAA=152.38	First60=6.23	PredHel=7	Topology=o54-76i89-111o126-148i169-191o228-250i263-285o300-317i
P49585	len=367	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q8NGK0	len=314	ExpAA=159.81	First60=23.77	PredHel=7	Topology=o32-54i66-88o103-125i145-167o205-227i240-262o277-299i
Q6IF82	len=309	ExpAA=163.34	First60=27.59	PredHel=8	Topology=i25-47o57-74i79-101o111-133i140-162o192-214i235-257o270-287i
Q9Y5E4	len=795	ExpAA=24.12	First60=1.22	PredHel=1	Topology=o688-710i
Q8NGQ6	len=314	ExpAA=150.01	First60=23.12	PredHel=7	Topology=o27-49i61-83o98-120i140-162o199-221i241-263o273-292i
Q14916	len=467	ExpAA=228.99	First60=14.90	PredHel=10	Topology=i82-104o119-138i176-198o202-221i262-284o304-326i339-361o366-388i395-417o432-451i
Q29RF7	len=1337	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Q96S07	len=402	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Q96S99	len=279	ExpAA=2.28	First60=1.10	PredHel=0	Topology=o
Q147X3	len=362	ExpAA=0.39	First60=0.00	PredHel=0	Topology=o
Q96E22	len=293	ExpAA=4.10	First60=0.62	PredHel=0	Topology=o
O43172	len=522	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9BSJ6	len=248	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P42345	len=2549	ExpAA=0.27	First60=0.01	PredHel=0	Topology=o
Q04941	len=152	ExpAA=81.67	First60=30.12	PredHel=4	Topology=o25-42i49-68o83-105i112-134o
Q8IYK8	len=340	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
F8VTS6	len=287	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
P05423	len=398	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Q13017	len=1502	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9P2N2	len=729	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9BRS2	len=568	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9NRR4	len=1374	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q92753	len=470	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9HB90	len=399	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
P62987	len=128	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9Y3U8	len=105	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P19388	len=210	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q7Z2R9	len=100	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96BD6	len=273	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
Q99250	len=2005	ExpAA=461.73	First60=0.00	PredHel=17	Topology=i126-148o251-270i403-425o755-777i790-812o877-899i960-982o1208-1227i1248-1270o1280-1302i1329-1351o1451-1473i1532-1551o1561-1583i1590-1612o1663-1685i1753-1775o
Q9HBM6	len=251	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O95932	len=706	ExpAA=1.48	First60=0.00	PredHel=0	Topology=o
Q08188	len=693	ExpAA=0.35	First60=0.00	PredHel=0	Topology=o
Q9Y226	len=551	ExpAA=250.30	First60=22.67	PredHel=12	Topology=i21-43o142-159i166-185o191-213i225-247o252-271i333-352o362-381i394-412o417-439i452-474o478-500i
Q9BX73	len=214	ExpAA=62.75	First60=19.44	PredHel=3	Topology=o5-27i146-165o180-202i
P0DI80	len=62	ExpAA=22.99	First60=22.99	PredHel=1	Topology=o26-48i
Q9HAS3	len=691	ExpAA=252.98	First60=0.00	PredHel=12	Topology=i104-123o128-147i168-190o200-217i224-246o283-305i318-340o360-382i442-464o479-501i554-576o591-613i
C9JI98	len=176	ExpAA=44.15	First60=22.54	PredHel=2	Topology=i38-60o70-92i
Q9H3E2	len=840	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Q9HCX4	len=862	ExpAA=136.24	First60=0.00	PredHel=5	Topology=i352-374o389-406i470-492o582-604i648-670o
Q9NR45	len=359	ExpAA=0.15	First60=0.00	PredHel=0	Topology=o
Q15437	len=767	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
Q8WV15	len=326	ExpAA=89.83	First60=27.84	PredHel=4	Topology=o26-48i55-77o87-109i195-217o
Q7RTY8	len=843	ExpAA=23.39	First60=0.00	PredHel=1	Topology=i77-99o
P04279	len=462	ExpAA=0.67	First60=0.67	PredHel=0	Topology=o
P82675	len=430	ExpAA=1.72	First60=1.56	PredHel=0	Topology=o
P48595	len=397	ExpAA=2.89	First60=2.88	PredHel=0	Topology=o
Q96P15	len=392	ExpAA=4.45	First60=4.14	PredHel=0	Topology=o
O75443	len=2155	ExpAA=16.90	First60=1.17	PredHel=0	Topology=o
A0A0A0MTA7	len=16	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q3LXA3	len=575	ExpAA=16.12	First60=0.03	PredHel=0	Topology=o
Q8N4L4	len=309	ExpAA=22.75	First60=22.75	PredHel=1	Topology=i29-51o
P49756	len=843	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
P61254	len=145	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q15532	len=418	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8WVK7	len=121	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
O15040	len=1411	ExpAA=0.77	First60=0.64	PredHel=0	Topology=o
Q13309	len=424	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9UH99	len=717	ExpAA=29.20	First60=0.00	PredHel=1	Topology=i213-235o
O00268	len=1085	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P01848	len=140	ExpAA=17.61	First60=0.00	PredHel=1	Topology=i116-138o
Q9HBV2	len=294	ExpAA=38.11	First60=13.35	PredHel=1	Topology=o217-239i
Q9Y3V2	len=267	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
Q6T310	len=242	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Q01130	len=221	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
P54920	len=295	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9UGM6	len=360	ExpAA=0.21	First60=0.16	PredHel=0	Topology=o
O43776	len=548	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8NEF9	len=429	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q969N4	len=342	ExpAA=151.45	First60=22.55	PredHel=7	Topology=o37-59i66-88o103-125i145-167o198-220i258-280o290-312i
Q13530	len=473	ExpAA=231.21	First60=40.70	PredHel=11	Topology=o5-27i40-57o97-119i132-154o158-180i202-224o239-256i268-287o338-353i405-427o447-469i
A6NH21	len=518	ExpAA=197.50	First60=0.09	PredHel=9	Topology=o62-84i154-173o178-200i221-243o258-280i287-306o338-357i426-448o463-485i
Q9Y2B1	len=443	ExpAA=22.26	First60=22.00	PredHel=1	Topology=i7-29o
O14925	len=209	ExpAA=70.34	First60=9.64	PredHel=3	Topology=i74-96o123-145i172-194o
A6NFY7	len=115	ExpAA=0.01	First60=0.00	PredHel=0	Topology=i
Q13214	len=749	ExpAA=19.11	First60=19.03	PredHel=1	Topology=i5-27o
Q9BXB7	len=569	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96I59	len=477	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
O95359	len=2948	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q13190	len=355	ExpAA=20.92	First60=0.00	PredHel=1	Topology=i334-353o
P20061	len=433	ExpAA=1.11	First60=0.57	PredHel=0	Topology=o
Q9Y4C2	len=921	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
Q7Z5A9	len=133	ExpAA=19.49	First60=19.49	PredHel=1	Topology=o5-27i
Q495X7	len=471	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9BRV8	len=207	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q96M53	len=351	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
A6NFQ2	len=919	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
Q6AZZ1	len=485	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
Q13591	len=1074	ExpAA=22.35	First60=0.10	PredHel=1	Topology=o971-993i
Q9BWW4	len=388	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
Q9NRC1	len=585	ExpAA=63.79	First60=22.71	PredHel=2	Topology=o20-42i62-84o
Q9BXQ6	len=578	ExpAA=107.23	First60=0.00	PredHel=4	Topology=i203-222o226-245i316-338o422-444i
Q96HF1	len=295	ExpAA=6.42	First60=6.42	PredHel=0	Topology=o
Q92765	len=325	ExpAA=5.08	First60=4.94	PredHel=0	Topology=o
A2VDJ0	len=1609	ExpAA=49.59	First60=1.23	PredHel=0	Topology=o
Q8NET8	len=790	ExpAA=131.51	First60=0.00	PredHel=6	Topology=o439-461i484-506o521-543i548-570o590-609i652-674o
Q9NY26	len=324	ExpAA=141.68	First60=21.49	PredHel=6	Topology=o33-55i68-90o105-124i238-260o270-292i304-323o
O15304	len=175	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
Q9Y3F4	len=350	ExpAA=1.42	First60=1.42	PredHel=0	Topology=o
A6NDI0	len=452	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
Q8TDR4	len=215	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
C9J1S8	len=452	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q8IYL2	len=757	ExpAA=0.27	First60=0.26	PredHel=0	Topology=o
Q99835	len=787	ExpAA=152.74	First60=0.30	PredHel=7	Topology=i232-254o264-286i317-339o359-381i402-424o450-472i520-537o
Q92504	len=469	ExpAA=152.43	First60=22.32	PredHel=7	Topology=i7-29o134-156i169-191o211-233i385-407o417-439i446-468o
Q9H4B6	len=383	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9BYB0	len=1731	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q6IQ16	len=392	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
Q9Y5J7	len=89	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
B6A8C7	len=271	ExpAA=19.95	First60=0.01	PredHel=1	Topology=o234-256i
Q53HV7	len=270	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
