Accession	TMHMM #TM	TMHMMI	TMHMMO	TMHMMRatio(O/I)	Phobius #TM	PhobiusI	PhobiusO	PhobiusRatio(O/I)	consensus #TM	consensusI	consensusO	consensusRatio(O/I)	inclusive #TM	inclusiveI	inclusiveO	inclusiveRatio(O/I)
O43296	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96ME7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O76076	0	0	0	inf	0	0	227	inf	0	0	0	inf	0	0	227	inf
Q63HN8	0	0	0	inf	2	54	5117	94.75925925925925	0	0	0	inf	2	54	5117	94.75925925925925
Q9NW64	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6ZP01	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5H9L2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BRU2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P0DKX4	1	36	36	1.0	1	32	39	1.21875	1	0	0	inf	1	68	75	1.1029411764705883
Q99611	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q15404	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BPZ7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NSD9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A8MV23	0	0	0	inf	0	0	407	inf	0	0	0	inf	0	0	407	inf
Q3SXP7	2	86	67	0.7790697674418605	1	80	70	0.875	1	78	64	0.8205128205128205	2	88	73	0.8295454545454546
A0A286YEX9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NFZ5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6ZQQ2	1	28	1525	54.464285714285715	1	28	1526	54.5	1	28	1525	54.464285714285715	1	28	1526	54.5
H3BV60	1	25	268	10.72	1	24	268	11.166666666666666	1	24	268	11.166666666666666	1	25	268	10.72
Q96KP6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q17RP2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P55072	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y2D2	8	112	43	0.38392857142857145	8	110	54	0.4909090909090909	8	107	40	0.37383177570093457	8	115	57	0.4956521739130435
Q96PI1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q13884	0	0	0	inf	0	0	523	inf	0	0	0	inf	0	0	523	inf
A6NE52	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y397	4	249	26	0.10441767068273092	4	246	30	0.12195121951219512	4	245	22	0.08979591836734693	4	250	34	0.136
P51504	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O75691	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O95409	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O96006	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NEW0	6	214	32	0.14953271028037382	6	214	35	0.16355140186915887	6	213	30	0.14084507042253522	6	215	37	0.17209302325581396
Q8ND82	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O95922	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P31629	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P40126	1	26	470	18.076923076923077	1	26	445	17.115384615384617	1	26	445	17.115384615384617	1	26	470	18.076923076923077
Q13105	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P24278	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O15535	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O60688	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q2VY69	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96RE9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P0C7H9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q99598	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9P2F9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
D6R901	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BS34	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P52740	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A0A5B0	0	0	0	inf	0	0	94	inf	0	0	0	inf	0	0	94	inf
Q96IT1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H900	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8TCN5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A6NDX4	1	6	95	15.833333333333334	1	96	5	0.052083333333333336	1	0	0	inf	1	102	100	0.9803921568627451
P0DPD5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6P280	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6ZN55	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H7M9	2	106	160	1.509433962264151	1	95	160	1.6842105263157894	1	95	159	1.6736842105263159	2	106	161	1.5188679245283019
Q9BSK1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P21283	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P56279	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q15544	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q7Z5N4	1	183	2007	10.967213114754099	1	182	2007	11.027472527472527	1	182	2007	11.027472527472527	1	183	2007	10.967213114754099
Q8IYX1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P0CL83	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O43426	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9C0C2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q99584	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N3V7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8IZ69	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O75347	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N488	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8WUA7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q7Z572	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q17RD7	0	0	0	inf	1	49	576	11.755102040816327	0	0	0	inf	1	49	576	11.755102040816327
Q86XK3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N3T6	1	158	927	5.867088607594937	1	158	897	5.677215189873418	1	158	897	5.677215189873418	1	158	927	5.867088607594937
Q9UNH6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P61619	10	199	55	0.27638190954773867	10	204	59	0.28921568627450983	10	197	51	0.25888324873096447	10	206	63	0.3058252427184466
Q14142	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
B9ZVM9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UJV3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96ES7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P13805	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q15629	8	131	68	0.5190839694656488	8	125	74	0.592	8	125	68	0.544	8	131	74	0.5648854961832062
Q8WTU2	0	0	0	inf	0	0	528	inf	0	0	0	inf	0	0	528	inf
Q9HBY8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8IYM9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P98077	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q13509	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N9V2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q14247	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NCJ5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q13761	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96A25	1	93	146	1.5698924731182795	1	93	147	1.5806451612903225	1	93	146	1.5698924731182795	1	93	147	1.5806451612903225
Q8WVM7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P35716	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9HD15	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q92783	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6N022	1	340	2406	7.076470588235294	1	340	2403	7.067647058823529	1	340	2403	7.067647058823529	1	340	2406	7.076470588235294
Q9NPL8	1	76	186	2.4473684210526314	0	0	261	inf	0	0	162	inf	1	76	285	3.75
O15466	1	11	342	31.09090909090909	1	339	16	0.0471976401179941	1	0	0	inf	1	350	358	1.022857142857143
O75971	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9HAW7	1	20	487	24.35	1	19	464	24.42105263157895	1	19	464	24.42105263157895	1	20	487	24.35
Q96JC1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8IZH2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
C9JN71	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9HD64	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96GT9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P17021	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A6NLU5	1	6	256	42.666666666666664	0	0	257	inf	0	0	256	inf	1	6	257	42.833333333333336
Q9HA38	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P51814	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P17643	1	36	478	13.277777777777779	1	36	453	12.583333333333334	1	36	453	12.583333333333334	1	36	478	13.277777777777779
P35789	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N3Z6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P04275	0	0	0	inf	0	0	2791	inf	0	0	0	inf	0	0	2791	inf
Q96NJ1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P25311	0	0	0	inf	0	0	278	inf	0	0	0	inf	0	0	278	inf
Q9BXE9	4	153	66	0.43137254901960786	7	90	69	0.7666666666666667	4	60	34	0.5666666666666667	7	183	101	0.5519125683060109
Q8N823	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O95231	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O95365	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P62699	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A8MWP6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5TCY1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NY84	1	8	470	58.75	0	0	473	inf	0	0	470	inf	1	8	473	59.125
Q9H892	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A6NHS1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UHU1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q16560	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N0Y2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A0A087WT03	0	0	0	inf	0	0	90	inf	0	0	0	inf	0	0	90	inf
Q96SE7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5TFG8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96JH7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q15942	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A0A578	0	0	0	inf	0	0	93	inf	0	0	0	inf	0	0	93	inf
O95780	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q06250	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O75820	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O14972	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96MS0	1	472	891	1.8877118644067796	1	472	891	1.8877118644067796	1	472	891	1.8877118644067796	1	472	891	1.8877118644067796
Q5T8P6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N228	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UBS9	1	6	1229	204.83333333333334	1	224	982	4.383928571428571	1	0	982	inf	1	230	1229	5.343478260869565
Q7Z4G4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6ICL7	8	139	35	0.2517985611510791	8	156	26	0.16666666666666666	8	139	23	0.16546762589928057	8	156	38	0.24358974358974358
P23193	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O60939	1	35	157	4.485714285714286	1	35	128	3.657142857142857	1	35	128	3.657142857142857	1	35	157	4.485714285714286
P59797	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96RI9	7	96	91	0.9479166666666666	7	89	99	1.1123595505617978	7	88	89	1.0113636363636365	7	97	101	1.041237113402062
Q8N6R1	1	35	7	0.2	1	7	36	5.142857142857143	1	0	0	inf	1	42	43	1.0238095238095237
Q8IZS6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O60347	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O15533	1	12	413	34.416666666666664	1	11	395	35.90909090909091	1	11	393	35.72727272727273	1	12	415	34.583333333333336
Q7Z6I5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A6NDS4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q16635	1	257	14	0.054474708171206226	1	258	14	0.05426356589147287	1	257	14	0.054474708171206226	1	258	14	0.05426356589147287
P78524	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q629K1	1	50	13	0.26	1	50	15	0.3	1	50	13	0.26	1	50	15	0.3
Q8WUX1	11	108	112	1.037037037037037	11	115	105	0.9130434782608695	11	0	0	inf	11	223	217	0.9730941704035875
Q9UGT4	1	14	785	56.07142857142857	1	14	756	54.0	1	14	756	54.0	1	14	785	56.07142857142857
Q7Z5L4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6UWL2	1	3	721	240.33333333333334	1	3	691	230.33333333333334	1	3	691	230.33333333333334	1	3	721	240.33333333333334
Q7Z6B7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86YT5	12	217	91	0.41935483870967744	12	191	100	0.5235602094240838	12	184	73	0.3967391304347826	12	224	118	0.5267857142857143
Q9UHF7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P0DMW5	0	0	0	inf	1	3	23	7.666666666666667	0	0	0	inf	1	3	23	7.666666666666667
Q9UDY6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P82979	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y5J9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q14DG7	1	156	899	5.762820512820513	1	154	898	5.8311688311688314	1	154	898	5.8311688311688314	1	156	899	5.762820512820513
Q9Y5U5	1	54	164	3.037037037037037	1	51	137	2.6862745098039214	1	51	137	2.6862745098039214	1	54	164	3.037037037037037
Q8WW59	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q99747	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P31431	1	30	145	4.833333333333333	1	28	127	4.535714285714286	1	28	127	4.535714285714286	1	30	145	4.833333333333333
O15400	1	236	2	0.00847457627118644	1	237	2	0.008438818565400843	1	236	2	0.00847457627118644	1	237	2	0.008438818565400843
Q9BSI4	0	0	0	inf	0	0	434	inf	0	0	0	inf	0	0	434	inf
O43752	1	1	234	234.0	1	234	1	0.004273504273504274	1	0	0	inf	1	235	235	1.0
Q16842	1	6	321	53.5	1	6	324	54.0	1	6	321	53.5	1	6	324	54.0
Q13103	0	0	0	inf	0	0	182	inf	0	0	0	inf	0	0	182	inf
O95969	0	0	0	inf	0	0	69	inf	0	0	0	inf	0	0	69	inf
Q6SPF0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96PQ0	1	59	1077	18.25423728813559	1	59	1027	17.406779661016948	1	59	1026	17.389830508474578	1	59	1078	18.271186440677965
Q8NCS4	4	32	41	1.28125	3	28	41	1.4642857142857142	3	28	40	1.4285714285714286	4	32	42	1.3125
Q7M4L6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q01085	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H4F1	1	6	273	45.5	1	6	272	45.333333333333336	1	6	272	45.333333333333336	1	6	273	45.5
A0A286YF01	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q71RG4	3	41	211	5.146341463414634	3	208	46	0.22115384615384615	3	0	0	inf	3	249	257	1.0321285140562249
A6NGZ8	2	10	43	4.3	1	4	45	11.25	1	4	42	10.5	2	10	46	4.6
P35321	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O43493	1	77	384	4.987012987012987	1	35	369	10.542857142857143	1	35	369	10.542857142857143	1	77	384	4.987012987012987
Q96DI7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P35325	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BQ15	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96JJ7	1	58	373	6.431034482758621	1	57	350	6.140350877192983	1	57	349	6.12280701754386	1	58	374	6.448275862068965
Q96HL8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96I25	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q99726	4	219	77	0.3515981735159817	5	152	130	0.8552631578947368	4	141	49	0.3475177304964539	5	230	158	0.6869565217391305
Q6NXT4	6	27	308	11.407407407407407	6	304	35	0.11513157894736842	6	0	0	inf	6	331	343	1.0362537764350452
Q8NDW8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y493	1	34	2755	81.02941176470588	1	34	2740	80.58823529411765	1	34	2737	80.5	1	34	2758	81.11764705882354
Q19AV6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6ZRN7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y2K1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
A8MU76	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P04437	0	0	0	inf	0	0	98	inf	0	0	0	inf	0	0	98	inf
Q9H4Z2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UDY2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q3C1V9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P98168	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P0C7X2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N983	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P0C7Q5	7	118	62	0.5254237288135594	6	184	27	0.14673913043478262	6	116	21	0.1810344827586207	7	186	68	0.3655913978494624
Q7RTU1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8TCT8	9	107	217	2.02803738317757	9	106	189	1.7830188679245282	9	100	183	1.83	9	113	223	1.9734513274336283
A0PJX8	2	20	277	13.85	9	111	52	0.46846846846846846	2	15	47	3.1333333333333333	9	116	282	2.4310344827586206
Q99884	12	206	157	0.7621359223300971	12	200	155	0.775	12	195	146	0.7487179487179487	12	211	166	0.7867298578199052
Q495Y7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O43610	0	0	0	inf	1	49	218	4.448979591836735	0	0	0	inf	1	49	218	4.448979591836735
A0A286YFB4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86X45	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q2MJR0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q969F1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O95562	4	61	7	0.11475409836065574	4	60	10	0.16666666666666666	4	58	7	0.1206896551724138	4	63	10	0.15873015873015872
P37173	1	378	166	0.43915343915343913	1	378	159	0.42063492063492064	1	378	159	0.42063492063492064	1	378	166	0.43915343915343913
O94813	0	0	0	inf	0	0	1504	inf	0	0	0	inf	0	0	1504	inf
Q8IW03	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N1Q8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O60224	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O43805	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q93009	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O95347	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O15417	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y4E6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q01892	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5H9K5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6NZ63	3	132	47	0.3560606060606061	4	99	58	0.5858585858585859	3	53	0	0.0	4	178	105	0.5898876404494382
Q9BSE5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NA77	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q86XW9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9P0V9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5JXX7	2	119	3	0.025210084033613446	2	119	5	0.04201680672268908	2	119	0	0.0	2	119	8	0.06722689075630252
P13984	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6A555	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
C9J3V5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BRT9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8WWA1	2	184	3	0.016304347826086956	2	171	19	0.1111111111111111	2	170	3	0.01764705882352941	2	185	19	0.10270270270270271
Q5T011	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UGI8	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q13586	1	213	453	2.1267605633802815	1	453	191	0.4216335540838852	1	0	0	inf	1	666	644	0.9669669669669669
Q9P1Q0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9NXH8	0	0	0	inf	1	121	285	2.355371900826446	0	0	0	inf	1	121	285	2.355371900826446
P07101	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P51531	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9BTV4	4	261	55	0.210727969348659	4	261	57	0.21839080459770116	4	259	51	0.1969111969111969	4	263	61	0.23193916349809887
Q9Y2C9	2	193	557	2.8860103626943006	2	198	555	2.803030303030303	2	193	554	2.8704663212435233	2	198	558	2.8181818181818183
Q6RVD6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6ZN08	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P67936	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8IZJ6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8WYR4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H347	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q68DY9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8TAS1	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96P53	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6P2C0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8TEY7	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y6I0	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q01831	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5T124	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P55851	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9UL36	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O94892	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P15622	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8NBF4	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q6NX49	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q8N8P6	0	0	0	inf	1	71	32	0.4507042253521127	0	0	0	inf	1	71	32	0.4507042253521127
Q96GC9	6	88	186	2.1136363636363638	7	156	104	0.6666666666666666	6	31	37	1.1935483870967742	7	213	253	1.187793427230047
Q9NYK5	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9Y6N7	0	0	0	inf	1	732	872	1.1912568306010929	0	0	0	inf	1	732	872	1.1912568306010929
Q6P5R6	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q9H0Z9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q04837	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5JTZ9	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P50990	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
O60806	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
P78383	8	61	86	1.4098360655737705	8	57	81	1.4210526315789473	8	54	78	1.4444444444444444	8	64	89	1.390625
Q6IPX3	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q5T481	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q92609	0	0	0	inf	2	11	733	66.63636363636364	0	0	0	inf	2	11	733	66.63636363636364
Q86VY9	2	405	43	0.10617283950617284	2	405	42	0.1037037037037037	2	405	42	0.1037037037037037	2	405	43	0.10617283950617284
P54136	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
Q96BN2	0	0	0	inf	0	0	0	inf	0	0	0	inf	0	0	0	inf
